Nhóm,sku_id,name,price,shelf_full_qty,image_url_1,image_url_2
Sữa & sản phẩm từ sữa,th_org_180,Sữa Tươi Tiệt Trùng Có Đường TH true MILK 180 ml,9750,20,https://www.thmilk.vn/wp-content/uploads/2019/11/c%C3%B3-%C4%91%C6%B0%E1%BB%9Dng-png-3.png,https://www.thmilk.vn/wp-content/uploads/2019/11/co-dduongf-png.png
Sữa & sản phẩm từ sữa,th_org_1l,Sữa tươi tiệt trùng có đường TH true MILK hộp 1 lít,43500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79296/bhx/sua-tuoi-tiet-trung-co-duong-th-true-milk-hop-1-lit-202211231533105206.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79296/bhx/sua-tuoi-tiet-trung-co-duong-th-true-milk-hop-1-lit-202211231533101889.jpg"
Sữa & sản phẩm từ sữa,th_no_180,Sữa tươi tiệt trùng nguyên chất không đường TH true MILK 180ml,9750,20,https://www.thmilk.vn/wp-content/uploads/2019/11/nguy%C3%AAn-ch%E1%BA%A5t-png.png,https://www.thmilk.vn/wp-content/uploads/2019/11/vi-tu-nhi%C3%AAn-png.png
Sữa & sản phẩm từ sữa,th_no_1l,Sữa tươi tiệt trùng nguyên chất không đường TH true MILK hộp 1 lít,43500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79294/bhx/sua-tuoi-tiet-trung-th-true-milk-nguyen-chat-hop-1-lit-201811301337065436.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/79294/bhx/sua-tuoi-tiet-trung-nguyen-chat-khong-duong-th-true-milk-hop-1-lit-202104132312338829.jpg"
Sữa & sản phẩm từ sữa,th_less_180,Sữa tươi tiệt trùng nguyên chất ít đường TH true MILK 180ml,9750,20,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/85853/bhx/thung-sua-tuoi-tiet-trung-th-true-milk-it-duong-180ml-48-hop-201811262347284349.jpg",https://longbeachmart-cdn.b-cdn.net/lbm_images_sku/1000000003282_1.jpg
Sữa & sản phẩm từ sữa,th_less_1l,Sữa tươi tiệt trùng nguyên chất ít đường TH true MILK 1 lít,56000,5,https://www.thtruemart.vn/media/catalog/product/cache/207e23213cf636ccdef205098cf3c8a3/i/t/it-duong-1l-2024.jpg,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/76878/bhx/sua-tuoi-tiet-trung-it-duong-th-true-milk-hop-1-lit-202104081703261728.jpg"
Sữa & sản phẩm từ sữa,th_dau_180,Sữa tươi tiệt trùng hương dâu TH true MILK 180ml,10125,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/80460/bhx/loc-4-hop-sua-tuoi-tiet-trung-huong-dau-th-true-milk-180ml-202012181055107450.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/80460/bhx/loc-4-hop-sua-tuoi-tiet-trung-huong-dau-th-true-milk-180ml-202012181055114494.jpg"
Sữa & sản phẩm từ sữa,th_occho_180,Sữa hạt óc chó TH True Nut 180ml,14000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2943/162580/bhx/thung-48-hop-sua-hat-oc-cho-th-true-nut-180ml-202310071715008042.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2943/162580/bhx/thung-48-hop-sua-hat-oc-cho-th-true-nut-180ml-202310071715009994.jpg"
Sữa & sản phẩm từ sữa,yakult_org_65x5,Lốc 5 chai sữa uống lên men có đường Yakult 65ml,26000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/323707/bhx/loc-5-chai-sua-uong-len-men-yakult-65ml-202403302022243053.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/323707/bhx/loc-5-chai-sua-uong-len-men-yakult-65ml-202403302022236763.jpg"
Sữa & sản phẩm từ sữa,yakult_less_65x5,Lốc 5 chai sữa uống lên men ít đường Yakult 65ml,26000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/324526/bhx/loc-5-chai-sua-uong-len-men-it-duong-yakult-65ml-202407241651147515.jpg",https://product.hstatic.net/1000141988/product/sua_chua_uong_len_men_it_duong_yakult_565_ml_54419022cadf414a8aaec50a5da008ee_master.png
Sữa & sản phẩm từ sữa,yakult_peach_65x5,Lốc 5 chai sữa uống lên men hương đào Yakult 65ml,26000,10,https://cdn.go-vietnam.vn/sale-products/02099151-1.png?v=6,https://preorder.yakult.vn/static/images/order/yakult-peach.png
Sữa & sản phẩm từ sữa,dalatmilk_less_180,Sữa tươi tiệt trùng ít đường Dalat Milk 180ml,9250,20,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/223741/bhx/loc-4-hop-sua-tuoi-tiet-trung-it-duong-dalat-milk-180ml-202006110907140463.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/223741/bhx/loc-4-hop-sua-tuoi-tiet-trung-it-duong-dalat-milk-180ml-202006110907142874.jpg"
Sữa & sản phẩm từ sữa,dalatmilk_thanhtrung_org_450,Sữa Tươi Thanh Trùng có đường Dalat Milk 450ml,25000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/214505/bhx/sua-tuoi-thanh-trung-dalat-milk-co-duong-hop-450ml-202002191808500508.jpg",https://product.hstatic.net/200000580015/product/thanh_trung_dalatmilk_co_duong_450ml_9ad6187cabbb4b1b8ec68e25e8474d0f_master.jpg
Sữa & sản phẩm từ sữa,dalatmilk_thanhtrung_less_450,Sữa Tươi Thanh Trùng ít đường Dalat Milk 450ml,25000,10,https://cdn.hstatic.net/products/200000580015/z6993400663261_e191d8d4cb3f1acaa8630517f6422a99_70669c12af4f499fb1b827496c23cd94_master.jpg,https://cdn.hstatic.net/products/200000580015/z6993400663105_9b15f70edf3677d70611adac69efc435_4e1436d33ee24f2ab0e005583653704a_master.jpg
Sữa & sản phẩm từ sữa,dalatmilk_thanhtrung_no_450,Sữa Tươi Thanh Trùng không đường Dalat Milk 450ml,25000,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpx0dJU8fNq9QHPzxIvh4PC1OfMvcgKSYq3wBSs9pMzUBuX87aCZvvdSy6&s=10,https://suadalat.com/wp-content/uploads/2020/02/STTT-KD-450ml-1.jpg
Sữa & sản phẩm từ sữa,dalatmilk_banana_180,Sữa Tươi Thanh Trùng Hương Chuối Dalat Milk 180ml,11880,10,https://cdn.hstatic.net/products/200000580015/thanh_trung_180ml_-_huong_chuoi_1_db6d74c248404ad6b694a6c48d0495d3_master.png,https://cdn.hstatic.net/products/200000580015/thanh_trung_180ml_-_huong_chuoi_3_1_da1a92f0063c4d708b3e9b13357aef53_master.png
Sữa & sản phẩm từ sữa,binggrae_dau_200,Sữa tươi tiệt trùng hương dâu Binggrae 200ml,22000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234253/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-dau-binggrae-200ml-202101212138423459.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234253/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-dau-binggrae-200ml-202101212138426781.jpg"
Sữa & sản phẩm từ sữa,binggrae_dua_200,Sữa tươi tiệt trùng hương dưa lưới Binggrae 200ml,22000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234250/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-dua-luoi-binggrae-200ml-202101212142145803.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234250/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-dua-luoi-binggrae-200ml-202101212142148945.jpg"
Sữa & sản phẩm từ sữa,binggrae_chuoi_200,Sữa tươi tiệt trùng hương chuối Binggrae 200ml,22000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234247/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-chuoi-binggrae-200ml-202101211134112770.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/234247/bhx/loc-6-hop-sua-tuoi-tiet-trung-huong-chuoi-binggrae-200ml-202101211134116362.jpg"
Sữa & sản phẩm từ sữa,milo_org_180,Sữa lúa mạch Milo 180ml,7750,10,https://www.nestlemilo.com.vn/sites/default/files/2025-08/milo-pack-180ml_resize.png,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/86191/bhx/thung-48-hop-thuc-uong-lua-mach-milo-active-go-180ml-202403301438136303.jpg"
Sữa & sản phẩm từ sữa,milo_less_180,Sữa lúa mạch ít đường Milo 180ml,7750,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/201566/bhx/thung-48-hop-sua-lua-mach-it-duong-milo-active-go-180ml-202404051429374084.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2386/201566/bhx/thung-48-hop-sua-lua-mach-it-duong-milo-active-go-180ml-202404051429377233.jpg"
Sữa & sản phẩm từ sữa,milo_less_a2_180,Sữa lúa mạch ít đường Milo A2 180ml,8500,10,"https://img.tgdd.vn/imgt/ecom/f_webp,fit_outside,quality_95/https://cdnv2.tgdd.vn/mwg-static/avakids/Products/Images/2945/336178/thung-48-hop-sua-lua-mach-it-duong-milo-a2-180ml-7-638803142396669340.jpg","https://img.tgdd.vn/imgt/ecom/f_webp,fit_outside,quality_95/https://cdnv2.tgdd.vn/mwg-static/avakids/Products/Images/2945/336178/thung-48-hop-sua-lua-mach-it-duong-milo-a2-180ml-5-638803142408505402.jpg"
Sữa & sản phẩm từ sữa,milo_pro_lon_240,Sữa lúa mạch Milo Pro lon 240ml,21000,10,https://production-cdn.pharmacity.io/digital/1080x1080/plain/e-com/images/ecommerce/20260609043438-1-P11440_1.png?versionId=.zkWH_TrCOsguMFpjeFP3cNFlnhscPBA,https://img.lazcdn.com/g/p/c0f62b1470a3637b5be5ec3361bd219b.png_720x720q80.png
Sữa & sản phẩm từ sữa,yomost_dau,Sữa chua uống hương dâu YoMost 170ml,7375,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/84113/bhx/loc-sua-chua-uong-yomost-dau-hop-170ml-4-hop_202510301428122247.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/84113/bhx/loc-sua-chua-uong-yomost-dau-hop-170ml-4-hop_202510301428115807.jpg"
Sữa & sản phẩm từ sữa,yomost_cam,Sữa chua uống hương cam YoMost 170ml,6146,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/86162/bhx/scu-yomost-cam-170ml-thung_202510301416062191.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/86162/bhx/scu-yomost-cam-170ml-thung_202510301416056251.jpg"
Sữa & sản phẩm từ sữa,yomost_luu,Sữa chua uống hương lựu YoMost 170ml,6146,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/85880/bhx/scu-yomost-luu-170ml-thung-48-hop_202510301450152376.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/85880/bhx/scu-yomost-luu-170ml-thung-48-hop_202510301450146365.jpg"
Sữa & sản phẩm từ sữa,yomost_nho,Sữa chua uống hương nho YoMost 170ml,7375,10,https://www.dutchlady.com.vn/sites/default/files/2026-03/Nho.png,
Sữa & sản phẩm từ sữa,yomost_mint_blueberry,Sữa chua uống hương bạc hà và việt quất YoMost 170ml,7250,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/178947/bhx/sua-chua-uong-yomost-vi-bac-ha-va-viet-quat-4-hop_202510301511229099.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2944/178947/bhx/sua-chua-uong-yomost-vi-bac-ha-va-viet-quat-4-hop_202510301511223212.jpg"
Sữa & sản phẩm từ sữa,betagen_org_400,Sữa uống lên men hương tự nhiên Betagen chai 400ml,31000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/2/image/Products/Images/7558/220564/bhx/sua-uong-len-men-huong-tu-nhien-betagen-chai-400ml_202602041600202236.jpg",https://s3-hcmc02.higiocloud.vn/images/2023/08/10005377-20230825084333.png
Sữa & sản phẩm từ sữa,betagen_less_300,Sữa uống lên men ít đường Betagen chai 300ml,21500,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/322989/bhx/sua-uong-len-men-it-duong-betagen-chai-300ml-202403250900576022.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/322989/bhx/sua-uong-len-men-it-duong-betagen-chai-300ml-202403250900579345.jpg"
Sữa & sản phẩm từ sữa,betagen_dua_300,Sữa uống lên men hương dứa Betagen chai 300m,21000,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/production/2026/2/image/Products/Images/7558/220565/bhx/sua-uong-len-men-huong-dua-betagen-chai-300ml_202602041554043510.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/220565/bhx/sua-uong-len-men-huong-dua-betagen-chai-300ml-202004131924259908.jpg"
Sữa & sản phẩm từ sữa,betagen_cam_300,Sữa uống lên men hương cam Betagen chai 300m,21000,10,https://product.hstatic.net/200000073345/product/sua_uong_len_men_betagen_vi_cam_300ml_ece02e40fc5a419cabaf504ce4e41085_1024x1024.jpg,https://lh3.googleusercontent.com/dstI4MuIDuQmQL3XjzsSRreLJuA3GaMrq0kck0FVSnk_kBAuH27FwKvmCiwjhnjMJPLCflcUkX1DjtWvHfLudyWdf894dgQ
Sữa & sản phẩm từ sữa,lothamilk_suachuauong_500,Sữa chua uống Lothamilk chai 500ml,41000,5,https://longbeachmart-cdn.b-cdn.net/lbm_images_sku/1000000009315_1.jpg,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/7558/223243/bhx/sua-chua-uong-thanh-trung-co-duong-lothamilk-chai-880ml-202407051032203733.jpg"
Mì/cháo/phở ăn liền,haohao_handy_tomyum,Mì Handy Hảo Hảo Tomyum 67g,13000,6,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2565/275941/bhx/mi-handy-hao-hao-tomyum-ly-67g-202204130937209327.jpg","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2565/275941/bhx/mi-handy-hao-hao-tomyum-ly-67g-202204130937218734.jpg"
Mì/cháo/phở ăn liền,haohao_handy_tomchuacay,Mì Handy Hảo Hảo tôm chua cay ly 67g,13000,6,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2565/82658/bhx/mi-handy-hao-hao-tom-chua-cay-ly-67g-201912051400437161.JPG","https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2565/82658/bhx/mi-handy-hao-hao-tom-chua-cay-ly-67g-201912051400440233.JPG"
Mì/cháo/phở ăn liền,haohao_prem_bosate,Mì trộn Hảo Hảo Premium hương vị bò sa tế gói 88g,7900,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/359422/bhx/anh-slide-30-1_202511191653110526.jpg",https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mh0btwhcfw27fb
Mì/cháo/phở ăn liền,haohao_prem_tomchuacay,Mì Hảo Hảo Premium tôm chua cay gói 88g,7900,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/248309/bhx/mi-hao-hao-premium-tom-chua-cay-premium-goi-85g_202511201601429682.jpg",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmk55e0vk8p463
Mì/cháo/phở ăn liền,haohao_chay,Mì Hảo Hảo chay rau nấm 74g,4400,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/2565/86022/bhx/thung-30-goi-mi-hao-hao-chay-rau-nam-goi-74g-201912051130514492.JPG",https://product.hstatic.net/1000288770/product/m__chay_h_o_h_o_h__ng_v__rau_n_m_g_i_74g_master.jpg
Mì/cháo/phở ăn liền,haohao_tomchuacay,Mì Hảo Hảo vị tôm chua cay gói 75g,4700,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/77622/bhx/slide-1_202410151354441725.jpg",https://bizweb.dktcdn.net/100/514/431/products/mi-hao-hao-tom-chua-cay.jpg?v=1716271249223
Mì/cháo/phở ăn liền,haohao_mixao,Mì xào Hảo Hảo tôm chua ngọt 75g,4600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_720x584/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/77623/bhx/slide-1_202410151118136263.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs4p3h1rtXjMxcvA4U2bbdON254l7UDlhlWUcNzLYRzg&s=10
Mì/cháo/phở ăn liền,haohao_hanhtim,Mì Hảo Hảo sa tế hành tím gói 75g,4600,10,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2565/77620/bhx/slide-1_202410151432191135.jpg",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbbosVCyvh3jHStmhlV7UC797Hy8YfnS1eucQLlVRa_8YV8g_7ICOHdJk&s=10
Mì/cháo/phở ăn liền,indomie_dacbiet,Mì xào khô đặc biệt Indomie gói 85g,6000,10,https://img.onelife.vn/a3Lp2-skzL2Y22-a-FhCwDzyjOnAQSuU5FM69IWSd2o/rs:fit:600:600:1/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL3NjX3BjbV9wcm9kdWN0L3Byb2QvMjAyNC80LzEyLzI4Njc2OC0wODk2ODYwMTA5NDdfMS5qcGc.webp,https://asiamartjp.com/wp-content/uploads/2024/12/indomie-perisa-special-asiamart.jpg
Mì/cháo/phở ăn liền,indomie_caynong,Mì xào cay nồng Indomie gói 85g,6000,10,https://lh3.googleusercontent.com/R6LhqM42r7pwIxxncck4gUymBf94ampmCgm5Xt_538rGl9hb66FemM_hWEnoHZbyR8l9nLwwJ85hJ6zq3i2uAfb7DOpfH4s=w2200-rw,https://asiamartjp.com/wp-content/uploads/2024/12/indomie-fry-spicy-asiamart.jpg
Snack/đồ ăn vặt,lays_wavy_bonuong_53,Snack khoai tây Lay's Wavy vị thăn bò nướng Texas gói 53g,12000,5,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdn.tgdd.vn/Products/Images/3364/226184/bhx/snack-khoai-tay-vi-than-bo-nuong-texas-lays-wavy-goi-56g-202309070944106614.jpg",https://bizweb.dktcdn.net/thumb/1024x1024/100/522/033/products/d8b5c41d-7347-4d30-a7d0-87eccb6b01d1.jpg?v=1761742752947
Snack/đồ ăn vặt,lays_tao_nori_53,Snack khoai tây Lay's vị tảo biển Nori gói 53g,10000,5,https://bizweb.dktcdn.net/thumb/1024x1024/100/478/273/products/z5985344848948-147825790d3c6ec4f8e24f1921ebb578.jpg?v=1730357045397,https://bizweb.dktcdn.net/thumb/large/100/522/033/products/6daff26b-aa8f-4deb-88b2-a4593d4a49aa.jpg?v=1761742993820
Chăm sóc nhà cửa,downy_xa_passion_2l5,Nước xả vải Downy hương nước hoa đam mê túi 2.5 lít,194000,4,"https://img.tgdd.vn/imgt/bhx/f_webp,fit_outside,quality_95,s_1560x1168/https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2465/178267/bhx/nuoc-xa-vai-downy-premium-parfum-dam-me-tui-23-lit_202504240927463918.jpg",
